Time;2,000000;3,000000;4,000000;5,000000;6,000000;7,000000;8,000000;9,000000;10,000000;11,000000;12,000000;13,000000;14,000000;
I(R1);-0,000625;-0,000937;-0,001250;-0,001563;-0,001875;-0,002188;-0,002500;-0,002812;-0,003125;-0,003438;-0,003750;-0,004063;-0,004375;
V(/ent);2,000000;3,000000;4,000000;5,000000;6,000000;7,000000;8,000000;9,000000;10,000000;11,000000;12,000000;13,000000;14,000000;
V(/sai);1,375000;2,062500;2,750000;3,437500;4,125000;4,812500;5,500000;6,187500;6,875000;7,562500;8,250000;8,937500;9,625000;
