0.000000e+00 9.000000e+00 
1.000000e-07 9.000000e+00 
2.000000e-07 9.000000e+00 
4.000000e-07 9.000000e+00 
8.000000e-07 9.000000e+00 
1.600000e-06 9.000000e+00 
3.200000e-06 9.000000e+00 
6.400000e-06 9.000000e+00 
1.280000e-05 9.000000e+00 
2.280000e-05 9.000000e+00 
3.280000e-05 9.000000e+00 
4.280000e-05 9.000000e+00 
5.280000e-05 9.000000e+00 
6.280000e-05 9.000000e+00 
7.280000e-05 9.000000e+00 
8.280000e-05 9.000000e+00 
9.280000e-05 9.000000e+00 
1.028000e-04 9.000000e+00 
1.128000e-04 9.000000e+00 
1.228000e-04 9.000000e+00 
1.328000e-04 9.000000e+00 
1.428000e-04 9.000000e+00 
1.528000e-04 9.000000e+00 
1.628000e-04 9.000000e+00 
1.728000e-04 9.000000e+00 
1.828000e-04 9.000000e+00 
1.928000e-04 9.000000e+00 
2.028000e-04 9.000000e+00 
2.128000e-04 9.000000e+00 
2.228000e-04 9.000000e+00 
2.328000e-04 9.000000e+00 
2.428000e-04 9.000000e+00 
2.528000e-04 9.000000e+00 
2.628000e-04 9.000000e+00 
2.728000e-04 9.000000e+00 
2.828000e-04 9.000000e+00 
2.928000e-04 9.000000e+00 
3.028000e-04 9.000000e+00 
3.128000e-04 9.000000e+00 
3.228000e-04 9.000000e+00 
3.328000e-04 9.000000e+00 
3.428000e-04 9.000000e+00 
3.528000e-04 9.000000e+00 
3.628000e-04 9.000000e+00 
3.728000e-04 9.000000e+00 
3.828000e-04 9.000000e+00 
3.928000e-04 9.000000e+00 
4.028000e-04 9.000000e+00 
4.128000e-04 9.000000e+00 
4.228000e-04 9.000000e+00 
4.328000e-04 9.000000e+00 
4.428000e-04 9.000000e+00 
4.528000e-04 9.000000e+00 
4.628000e-04 9.000000e+00 
4.728000e-04 9.000000e+00 
4.828000e-04 9.000000e+00 
4.928000e-04 9.000000e+00 
5.028000e-04 9.000000e+00 
5.128000e-04 9.000000e+00 
5.228000e-04 9.000000e+00 
5.328000e-04 9.000000e+00 
5.428000e-04 9.000000e+00 
5.528000e-04 9.000000e+00 
5.628000e-04 9.000000e+00 
5.728000e-04 9.000000e+00 
5.828000e-04 9.000000e+00 
5.928000e-04 9.000000e+00 
6.028000e-04 9.000000e+00 
6.128000e-04 9.000000e+00 
6.228000e-04 9.000000e+00 
6.328000e-04 9.000000e+00 
6.428000e-04 9.000000e+00 
6.528000e-04 9.000000e+00 
6.628000e-04 9.000000e+00 
6.728000e-04 9.000000e+00 
6.828000e-04 9.000000e+00 
6.928000e-04 9.000000e+00 
7.028000e-04 9.000000e+00 
7.128000e-04 9.000000e+00 
7.228000e-04 9.000000e+00 
7.328000e-04 9.000000e+00 
7.428000e-04 9.000000e+00 
7.528000e-04 9.000000e+00 
7.628000e-04 9.000000e+00 
7.728000e-04 9.000000e+00 
7.828000e-04 9.000000e+00 
7.928000e-04 9.000000e+00 
8.028000e-04 9.000000e+00 
8.128000e-04 9.000000e+00 
8.228000e-04 9.000000e+00 
8.328000e-04 9.000000e+00 
